"nume","ids","cod","activitate","disciplină","coddist","nivel","act normativ","competență generală"
"Manifestarea ascultării active față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată – conversaţie uzuală sau discuţie pe o temă familiară","1.5.","lbcomRomMag5-1.5","exerciţii pentru dezvoltarea atenţiei distributive şi a capacităţii de a urmări partenerii de comunicare","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului oral în diverse situații de comunicare"
"Folosirea cuvintelor nou însușite în enunțuri adecvate sensului dedus din contextul inițial","2.1.","lbcomRomMag5-2.1","construirea unor enunțuri pe baza unui set de întrebări și a cuvintelor nou însușite","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Folosirea cuvintelor nou însușite în enunțuri adecvate sensului dedus din contextul inițial","2.1.","lbcomRomMag5-2.1","compararea sensului unui enunț, folosind un sinonim vs. alt sinonim dintr-o serie sinonimică","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Folosirea cuvintelor nou însușite în enunțuri adecvate sensului dedus din contextul inițial","2.1.","lbcomRomMag5-2.1","exerciții de utilizare a sinonimelor contextuale","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Folosirea cuvintelor nou însușite în enunțuri adecvate sensului dedus din contextul inițial","2.1.","lbcomRomMag5-2.1","exerciții de substituție simplă a cuvintelor într-un context dat","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Formularea ideilor principale și secundare din diverse tipuri de text, pe teme familiare","2.2.","lbcomRomMag5-2.2","formularea ideilor principale pe baza lecturii după imagini","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Formularea ideilor principale și secundare din diverse tipuri de text, pe teme familiare","2.2.","lbcomRomMag5-2.2","expunerea orală – individual sau în grup – a unui plan simplu/dezvoltat","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Formularea ideilor principale și secundare din diverse tipuri de text, pe teme familiare","2.2.","lbcomRomMag5-2.2","exerciții de formulare a ideilor principale, pe baza unui text","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Prezentarea unor informaţii, idei și emoții, pe baza unei structuri – de tip narativ, descriptiv, explicativ – oferite ca model","2.3.","lbcomRomMag5-2.3","simularea unor situaţii de comunicare cu parteneri diverşi (părinţi, profesori, colegi, vecini etc.), în vederea realizării autoportretului","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Prezentarea unor informaţii, idei și emoții, pe baza unei structuri – de tip narativ, descriptiv, explicativ – oferite ca model","2.3.","lbcomRomMag5-2.3","utilizarea elementelor de comunicare nonverbală și paraverbală în prezentarea unui eveniment","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Prezentarea unor informaţii, idei și emoții, pe baza unei structuri – de tip narativ, descriptiv, explicativ – oferite ca model","2.3.","lbcomRomMag5-2.3","relatarea unor fapte şi întâmplări cu caracter personal","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Prezentarea unor informaţii, idei și emoții, pe baza unei structuri – de tip narativ, descriptiv, explicativ – oferite ca model","2.3.","lbcomRomMag5-2.3","completarea unui text oral (narativ, descriptiv, explicativ) lacunar sau continuarea unei relatări orale şi realizarea unor predicţii","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Prezentarea unor informaţii, idei și emoții, pe baza unei structuri – de tip narativ, descriptiv, explicativ – oferite ca model","2.3.","lbcomRomMag5-2.3","formularea unor aprecieri personale referitoare la textele citite/ascultate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","transformarea unui enunț afirmativ în enunț negativ, a unui enunț interogativ într-unul exclamativ și invers","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","construirea unor fraze prin utilizarea corectă a coordonării (copulative şi prin juxtapunere) şi a subordonării","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","folosirea corectă, într-un context dat, a categoriilor gramaticale specifice părţilor de vorbire","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","folosirea corectă, într-un context dat, a părţilor de propoziţie","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","descrierea unui personaj dintr-o carte/ dintr-un film/ a unui personaj imaginar, urmărind un set de repere,asociind clasele morfologice adecvate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Utilizarea achizițiilor metalingvistice în enunțuri/texte proprii, pe teme familiare","2.4.","lbcomRomMag5-2.4","exerciții de asociere a tiparului narativ cu clasele morfologice adecvate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Realizarea unor interacțiuni verbale, pe teme familiare, respectând elementele de specificitate: intonație, accent, sunete specifice limbii române, topică","2.5.","lbcomRomMag5-2.5","utilizarea jocurilor de rol pentru exersarea dialogului simplu pe teme familiare pentru elevi","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Realizarea unor interacțiuni verbale, pe teme familiare, respectând elementele de specificitate: intonație, accent, sunete specifice limbii române, topică","2.5.","lbcomRomMag5-2.5","selectarea elementelor nonverbale și paraverbale optime pentru dialogul purtat","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Realizarea unor interacțiuni verbale, pe teme familiare, respectând elementele de specificitate: intonație, accent, sunete specifice limbii române, topică","2.5.","lbcomRomMag5-2.5","folosirea adecvată a mărcilor de iniţiere şi de încheiere a unui dialog, cu accent pe utilizarea formulelor specifice","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Realizarea unor interacțiuni verbale, pe teme familiare, respectând elementele de specificitate: intonație, accent, sunete specifice limbii române, topică","2.5.","lbcomRomMag5-2.5","exerciții de transformare a unui enunţ în funcţie de situaţia de comunicare şi de partener","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Manifestarea preocupării față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată","2.6.","lbcomRomMag5-2.6","formularea ideilor care pot structura un plan simplu/ informația esențială prin colaborare","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Manifestarea preocupării față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată","2.6.","lbcomRomMag5-2.6","conversație uzuală sau discuție pe o temă familiară","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Manifestarea preocupării față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată","2.6.","lbcomRomMag5-2.6","solicitarea repetării unor informații (de exemplu, „Ce-ai spus?”/„Mai spune o dată!”)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Manifestarea preocupării față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată","2.6.","lbcomRomMag5-2.6","exerciţii pentru încurajarea elevului şi pentru depăşirea fricii de eşec","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Manifestarea preocupării față de interlocutor/interlocutori în interacțiunea directă sau în cea mediată","2.6.","lbcomRomMag5-2.6","exerciții de cooperare conversațională (gestionarea alternanței luărilor de cuvânt)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Producerea textului oral în diverse situații de comunicare"
"Identificarea, pe baza unor întrebări de sprijin, a informațiilor esențiale și de detaliu din texte continue/discontinue/multimodale","3.1.","lbcomRomMag5-3.1","extragerea informațiilor esențiale și de detaliu dintr-un text continuu/discontinuu/ multimodal","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Identificarea, pe baza unor întrebări de sprijin, a informațiilor esențiale și de detaliu din texte continue/discontinue/multimodale","3.1.","lbcomRomMag5-3.1","delimitarea ideilor principale de cele secundare dintr-un text dat","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Identificarea, pe baza unor întrebări de sprijin, a informațiilor esențiale și de detaliu din texte continue/discontinue/multimodale","3.1.","lbcomRomMag5-3.1","identificarea modurilor de expunere","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Identificarea, pe baza unor întrebări de sprijin, a informațiilor esențiale și de detaliu din texte continue/discontinue/multimodale","3.1.","lbcomRomMag5-3.1","exerciții ghidate de lectură a imaginii","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Deducerea sensului unui cuvânt necunoscut prin raportare la tema textului citit, la context și/sau folosind dicționarul","3.2.","lbcomRomMag5-3.2","identificarea sensului unui cuvânt nou prin raportare la tema textului","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Deducerea sensului unui cuvânt necunoscut prin raportare la tema textului citit, la context și/sau folosind dicționarul","3.2.","lbcomRomMag5-3.2","identificarea unor cuvinte noi într-un text, folosind diferite tipuri de dicţionare","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Deducerea sensului unui cuvânt necunoscut prin raportare la tema textului citit, la context și/sau folosind dicționarul","3.2.","lbcomRomMag5-3.2","exerciții de tip rebus (imagini și/sau cuvinte)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea temei în relație cu ideile principale și cu tiparele de structurare a ideilor – narativ, descriptiv, explicativ – din texte diverse, pe teme familiare","3.3.","lbcomRomMag5-3.3","identificarea temei dintr-un text continuu/discontinuu/ multimodal, pe baza unor criterii date","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea temei în relație cu ideile principale și cu tiparele de structurare a ideilor – narativ, descriptiv, explicativ – din texte diverse, pe teme familiare","3.3.","lbcomRomMag5-3.3","delimitarea textului în fragmente logice, după criterii indicate de profesor (numărul de alineate, corelate cu modul de expunere dominant, schimbarea locului/ a timpului/a modului acțiunii etc.)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea temei în relație cu ideile principale și cu tiparele de structurare a ideilor – narativ, descriptiv, explicativ – din texte diverse, pe teme familiare","3.3.","lbcomRomMag5-3.3","identificarea structurii textelor narative pe baza unor întrebări de sprijin","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea temei în relație cu ideile principale și cu tiparele de structurare a ideilor – narativ, descriptiv, explicativ – din texte diverse, pe teme familiare","3.3.","lbcomRomMag5-3.3","lectură selectivă pentru desprinderea informațiilor esențiale și de detaliu dintr-un text citit pe baza unui organizator grafic","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea tipurilor de comunicare artistică/nonartistică în texte diverse, pe teme familiare","3.4.","lbcomRomMag5-3.4","sesizarea elementelor specifice diferitelor tipuri de texte","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea tipurilor de comunicare artistică/nonartistică în texte diverse, pe teme familiare","3.4.","lbcomRomMag5-3.4","exprimarea primelor reacţii faţă de textele receptate folosind modalităţi diverse: desen, mimă, schemă, ritm/melodie etc.","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea tipurilor de comunicare artistică/nonartistică în texte diverse, pe teme familiare","3.4.","lbcomRomMag5-3.4","exerciții de identificare a figurilor de stil (personificare, enumeraţie, repetiţie)","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Sesizarea corectitudinii grafice, lexico-semantice, morfo-sintactice și de punctuație în texte diverse, pe teme familiare","3.5.","lbcomRomMag5-3.5","sesizarea folosirii corecte a categoriilor morfologice studiate în texte diverse","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Sesizarea corectitudinii grafice, lexico-semantice, morfo-sintactice și de punctuație în texte diverse, pe teme familiare","3.5.","lbcomRomMag5-3.5","stabilirea relaţiilor de sinonimie, antonimie într-un text dat","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Sesizarea corectitudinii grafice, lexico-semantice, morfo-sintactice și de punctuație în texte diverse, pe teme familiare","3.5.","lbcomRomMag5-3.5","gruparea cuvintelor din textele studiate în anumite câmpuri lexico-semantice, în vederea identificării ariilor semantice importante ale textelor receptate","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Sesizarea corectitudinii grafice, lexico-semantice, morfo-sintactice și de punctuație în texte diverse, pe teme familiare","3.5.","lbcomRomMag5-3.5","exerciții de identificare a greșelilor dintr-un text","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Sesizarea corectitudinii grafice, lexico-semantice, morfo-sintactice și de punctuație în texte diverse, pe teme familiare","3.5.","lbcomRomMag5-3.5","exerciții de selectare a formei corecte a unui cuvânt","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea elementelor specifice limbii române, comparativ cu limba maternă, în receptarea textelor continue/discontinue/multimodale, pe teme familiare","3.6.","lbcomRomMag5-3.6","recunoașterea/înţelegerea, în contexte variate, a unor categorii morfologice ale limbii române dificile pentru elevii aparţinând minorităţii maghiare","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea elementelor specifice limbii române, comparativ cu limba maternă, în receptarea textelor continue/discontinue/multimodale, pe teme familiare","3.6.","lbcomRomMag5-3.6","lectură exploratorie pentru identificarea unor elemente specifice limbii române în texte continue/discontinue/ multimodale","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
"Recunoașterea elementelor specifice limbii române, comparativ cu limba maternă, în receptarea textelor continue/discontinue/multimodale, pe teme familiare","3.6.","lbcomRomMag5-3.6","exerciţii de completare de spaţii libere/texte lacunare după criterii date","Limba și literatura română pentru școlile și secțiile cu predare în limba maghiară","lbcomRomMag5","cl5","Ordin al ministrului educației naționale nr. 3393 / 28.02.2017","Receptarea textului scris de diverse tipuri"
